"Study_ID","pval","DEBIAS","phenotype"
13631,0.00298252014300397,1,"autism"
13631,1.63317413908375e-05,0,"autism"
13652,0.049714447814111,1,"autism"
13652,0.237133876630788,0,"autism"
13695,0.747582034569437,1,"autism"
13695,0.600172792815575,0,"autism"
