"Study_ID","AUC","Permutation","DEBIAS"
13010,0.539100684261975,0,1
13010,0.541218637992832,1,1
13010,0.555392636037797,1,1
13010,0.5257412838058,1,1
13010,0.536982730531118,1,1
13010,0.517921146953405,1,1
13010,0.538937764744216,1,1
13010,0.517758227435647,1,1
13010,0.515966112740306,1,1
13010,0.484848484848485,1,1
13010,0.54138155751059,1,1
13010,0.567285760834148,1,1
13010,0.47702834799609,1,1
13010,0.493809058325187,1,1
13010,0.485663082437276,1,1
13010,0.485663082437276,1,1
13010,0.608178559791463,1,1
13010,0.552948843271424,1,1
13010,0.543010752688172,1,1
13010,0.523134571521668,1,1
13010,0.61860540892799,1,1
13010,0.4356467904855,1,1
13010,0.533561420658195,1,1
13010,0.564190289996742,1,1
13010,0.591397849462366,1,1
13010,0.537634408602151,1,1
13010,0.532258064516129,1,1
13010,0.515314434669273,1,1
13010,0.535027696318019,1,1
13010,0.518898664059954,1,1
13010,0.472140762463343,1,1
13010,0.577549690452916,1,1
13010,0.539752362333007,1,1
13010,0.522319973932877,1,1
13010,0.495601173020528,1,1
13010,0.502117953730857,1,1
13010,0.56158357771261,1,1
13010,0.600521342456826,1,1
13010,0.536168132942326,1,1
13010,0.555555555555556,1,1
13010,0.529651352231997,1,1
13010,0.623981753014011,1,1
13010,0.534538937764744,1,1
13010,0.583903551645487,1,1
13010,0.521016617790811,1,1
13010,0.490387748452265,1,1
13010,0.582274356467905,1,1
13010,0.586347344411861,1,1
13010,0.543662430759205,1,1
13010,0.487618116650375,1,1
13010,0.552460084718149,1,1
13010,0.52117953730857,1,1
13010,0.579178885630499,1,1
13010,0.522808732486152,1,1
13010,0.597100032583904,1,1
13010,0.581296839361355,1,1
13010,0.519387422613229,1,1
13010,0.582111436950147,1,1
13010,0.552948843271424,1,1
13010,0.559302704463995,1,1
13010,0.510915607689801,1,1
13010,0.490713587487781,1,1
13010,0.560606060606061,1,1
13010,0.552297165200391,1,1
13010,0.543499511241447,1,1
13010,0.561420658194852,1,1
13010,0.50456174649723,1,1
13010,0.515151515151515,1,1
13010,0.502117953730857,1,1
13010,0.528836754643206,1,1
13010,0.513196480938416,1,1
13010,0.505865102639296,1,1
13010,0.568589116976214,1,1
13010,0.520364939719778,1,1
13010,0.531606386445096,1,1
13010,0.601824698598892,1,1
13010,0.507494297816878,1,1
13010,0.444444444444444,1,1
13010,0.498859563375692,1,1
13010,0.572336265884653,1,1
13010,0.625448028673835,1,1
13010,0.593678722710981,1,1
13010,0.541055718475073,1,1
13010,0.510752688172043,1,1
13010,0.547409579667644,1,1
13010,0.522808732486152,1,1
13010,0.530140110785272,1,1
13010,0.567937438905181,1,1
13010,0.58455522971652,1,1
13010,0.495927012056044,1,1
13010,0.573150863473444,1,1
13010,0.538286086673183,1,1
13010,0.476702508960573,1,1
13010,0.451612903225806,1,1
13010,0.547735418703161,1,1
13010,0.540892798957315,1,1
13010,0.463994786575432,1,1
13010,0.556858911697621,1,1
13010,0.494297816878462,1,1
13010,0.575268817204301,1,1
13010,0.584066471163245,1,1
